M/Z,Intensity
800.0,232.0
800.32,434.0
800.64014,226.0
800.9604,420.0
801.28076,543.0
801.60126,247.0
801.9219,245.0
802.2426,427.0
802.56354,303.0
802.8846,292.0
803.20575,438.0
803.52704,309.0
803.84845,180.0
804.17,422.0
804.49164,438.0
804.8134,153.0
805.1353,373.0
805.4574,375.0
805.7796,148.0
806.1019,320.0
806.4244,743.0
806.74695,173.0
807.06964,271.0
807.39246,585.0
807.7154,201.0
808.03845,234.0
808.3617,812.0
808.68506,362.0
809.00854,239.0
809.33215,532.0
809.6559,389.0
809.97974,207.0
810.3037,410.0
810.6278,369.0
810.9521,210.0
811.2765,388.0
811.601,245.0
811.92566,179.0
812.2504,387.0
812.5753,295.0
812.9003,175.0
813.22546,353.0
813.5508,256.0
813.8762,147.0
814.2018,314.0
814.52747,311.0
814.8533,157.0
815.1792,321.0
815.50525,369.0
815.8314,154.0
816.1578,330.0
816.48425,318.0
816.81085,206.0
817.1376,515.0
817.4644,282.0
817.7914,177.0
818.11847,356.0
818.44574,300.0
818.77313,151.0
819.10065,299.0
819.4283,327.0
819.75604,159.0
820.0839,269.0
820.412,417.0
820.7402,161.0
821.0685,285.0
821.3969,340.0
821.72546,152.0
822.05414,272.0
822.38293,352.0
822.7119,201.0
823.041,829.0
823.37024,368.0
823.6996,192.0
824.02905,576.0
824.35864,409.0
824.6884,280.0
825.0183,4253.0
825.3483,481.0
825.67847,182.0
826.0087,1908.0
826.3391,446.0
826.6696,183.0
827.0003,698.0
827.3311,392.0
827.66205,156.0
827.9931,274.0
828.3243,439.0
828.65564,245.0
828.9871,220.0
829.3187,395.0
829.65045,184.0
829.9823,184.0
830.3143,388.0
830.6464,188.0
830.9787,184.0
831.3111,320.0
831.6436,193.0
831.97626,198.0
832.309,345.0
832.64197,252.0
832.97504,233.0
833.3082,322.0
833.64154,184.0
833.975,220.0
834.3086,419.0
834.64233,295.0
834.9762,244.0
835.3102,382.0
835.6443,237.0
835.9785,204.0
836.3129,395.0
836.64746,194.0
836.9821,239.0
837.3169,381.0
837.6518,203.0
837.9869,189.0
838.3221,350.0
838.6574,218.0
838.99286,1887.0
839.3284,381.0
839.6642,197.0
840.00006,944.0
840.33606,432.0
840.6722,221.0
841.0084,1036.0
841.34485,363.0
841.6814,180.0
842.01807,573.0
842.35486,448.0
842.6918,186.0
843.0289,399.0
843.3661,374.0
843.7034,176.0
844.0409,268.0
844.37854,339.0
844.7163,278.0
845.0542,2028.0
845.3922,536.0
845.73035,256.0
846.06866,1193.0
846.4071,437.0
846.74567,203.0
847.08435,737.0
847.42316,333.0
847.76215,186.0
848.10126,401.0
848.4405,308.0
848.77985,144.0
849.1194,301.0
849.45905,315.0
849.7988,143.0
850.13873,290.0
850.47876,308.0
850.819,157.0
851.1593,278.0
851.49976,255.0
851.84033,147.0
852.1811,300.0
852.522,265.0
852.863,153.0
853.2041,306.0
853.5454,252.0
853.88684,166.0
854.2284,342.0
854.57007,235.0
854.9119,1000.0
855.2539,390.0
855.596,217.0
855.93823,519.0
856.2806,405.0
856.6231,246.0
856.96576,553.0
857.30853,406.0
857.6514,205.0
857.9945,358.0
858.3377,446.0
858.681,195.0
859.0245,369.0
859.3681,361.0
859.71185,170.0
860.0557,288.0
860.3997,339.0
860.7439,955.0
861.0882,4213.0
861.4326,464.0
861.77716,745.0
862.1219,1753.0
862.46674,363.0
862.8117,478.0
863.15686,727.0
863.50214,288.0
863.84753,307.0
864.19305,371.0
864.53876,270.0
864.8846,254.0
865.2305,312.0
865.5766,257.0
865.92285,174.0
866.2692,417.0
866.6157,185.0
866.96234,451.0
867.30914,369.0
867.65607,160.0
868.0031,284.0
868.35034,328.0
868.6977,141.0
869.04517,216.0
869.39276,287.0
869.74054,149.0
870.08844,240.0
870.43646,302.0
870.7846,153.0
871.13293,275.0
871.4814,263.0
871.82996,126.0
872.1787,240.0
872.5276,260.0
872.8766,395.0
873.2257,335.0
873.575,192.0
873.92444,306.0
874.274,331.0
874.6237,208.0
874.9736,191.0
875.32355,318.0
875.6737,166.0
876.024,235.0
876.3744,376.0
876.7249,319.0
877.0756,770.0
877.42645,364.0
877.7774,319.0
878.12854,429.0
878.4798,283.0
878.8312,316.0
879.18274,300.0
879.5344,230.0
879.8862,237.0
880.23816,318.0
880.5903,231.0
880.9425,224.0
881.29486,319.0
881.6474,163.0
882.00006,218.0
882.35284,312.0
882.7058,166.0
883.0589,290.0
883.4121,324.0
883.7655,149.0
884.119,261.0
884.47266,297.0
884.8264,179.0
885.18036,255.0
